File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF557EJD	bed narrowPeak	peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				2							ENCFF054NSG	5738244	ENCODE Processing Pipeline	1a2224fc10dbc53ebe2d3641d8109c35		https://www.encodeproject.org/files/ENCFF557EJD/@@download/ENCFF557EJD.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF400VAN	bed narrowPeak	peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF054NSG, ENCFF513UKV	6931376	ENCODE Processing Pipeline	b451788d4262acf9c98be54d7922570f		https://www.encodeproject.org/files/ENCFF400VAN/@@download/ENCFF400VAN.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF705FAV	bed narrowPeak	conservative idr thresholded peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF400VAN, ENCFF419RSJ, ENCFF557EJD, ENCFF826NFB	86901	ENCODE Processing Pipeline	75333e314f040465d6c14ac3dee225d9		https://www.encodeproject.org/files/ENCFF705FAV/@@download/ENCFF705FAV.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF074WRG	bed narrowPeak	optimal idr thresholded peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF400VAN, ENCFF419RSJ, ENCFF557EJD, ENCFF826NFB	121805	ENCODE Processing Pipeline	2a6c5d6008862ed4d106f8cfca59e679		https://www.encodeproject.org/files/ENCFF074WRG/@@download/ENCFF074WRG.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF346SGM	bed narrowPeak	conservative idr thresholded peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF082MXA, ENCFF310DOZ, ENCFF434UXV	70996	ENCODE Processing Pipeline	814045f72b9d5e69e9d92d368709fd9f		https://www.encodeproject.org/files/ENCFF346SGM/@@download/ENCFF346SGM.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF386WKY	bed narrowPeak	optimal idr thresholded peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF082MXA, ENCFF310DOZ, ENCFF434UXV	99822	ENCODE Processing Pipeline	0bd29eef25235deb45fd77ec5aaa0ce4		https://www.encodeproject.org/files/ENCFF386WKY/@@download/ENCFF386WKY.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF001VNI	bed narrowPeak	peaks	ENCSR000DOB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN3-human	ENCAB000AHN	DNA		see document	see document		False	2011-10-29	ENCODE												709237	Kevin Struhl, HMS	fca4dfee5f42fcc3e629200d9523a39c		https://www.encodeproject.org/files/ENCFF001VNI/@@download/ENCFF001VNI.bed.gz	hg19			released	mixed read lengths, low read length	missing derived_from, biological replicates with identical biosample	insufficient read length	
ENCFF002CWT	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DOB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN3-human	ENCAB000AHN	DNA		see document	see document		False	2011-10-29	ENCODE												320736	ENCODE Consortium Analysis Working Group	9784935821cde1c75e773aba4c415e7d		https://www.encodeproject.org/files/ENCFF002CWT/@@download/ENCFF002CWT.bed.gz	hg19			released	mixed read lengths, low read length	missing derived_from, biological replicates with identical biosample	insufficient read length	
ENCFF908VVI	bed narrowPeak	peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				1							ENCFF350FCE, ENCFF910IKB	7006298	ENCODE Processing Pipeline	d314d08440081fb1b73adc5a24b84d80		https://www.encodeproject.org/files/ENCFF908VVI/@@download/ENCFF908VVI.bed.gz	GRCh38			released				
ENCFF045ANV	bed narrowPeak	peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				2							ENCFF227IZS, ENCFF744TCZ	7062210	ENCODE Processing Pipeline	d347a190a73f6fb5b2224a64bb9720d3		https://www.encodeproject.org/files/ENCFF045ANV/@@download/ENCFF045ANV.bed.gz	GRCh38			released				
ENCFF680GSE	bed narrowPeak	peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF227IZS, ENCFF350FCE, ENCFF744TCZ, ENCFF910IKB	7172777	ENCODE Processing Pipeline	1b367799eb3963396e96b274e06ebf21		https://www.encodeproject.org/files/ENCFF680GSE/@@download/ENCFF680GSE.bed.gz	GRCh38			released				
ENCFF333IXA	bed narrowPeak	conservative idr thresholded peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF045ANV, ENCFF419RSJ, ENCFF680GSE, ENCFF908VVI	542406	ENCODE Processing Pipeline	3a3930a6bff606bc1bac5b4bfdbcc13b		https://www.encodeproject.org/files/ENCFF333IXA/@@download/ENCFF333IXA.bed.gz	GRCh38			released				
ENCFF868UOJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF045ANV, ENCFF419RSJ, ENCFF680GSE, ENCFF908VVI	721619	ENCODE Processing Pipeline	63d768a026e5098724274b19f13558e2		https://www.encodeproject.org/files/ENCFF868UOJ/@@download/ENCFF868UOJ.bed.gz	GRCh38			released				
ENCFF883TOD	bed narrowPeak	optimal idr thresholded peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF001TDO, ENCFF513IHI, ENCFF541RTC, ENCFF891UIQ	747434	ENCODE Processing Pipeline	cec784262d95b72f7a8d5f021ea99398		https://www.encodeproject.org/files/ENCFF883TOD/@@download/ENCFF883TOD.bed.gz	hg19			released				
ENCFF541RTC	bed narrowPeak	peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				2							ENCFF051LWI, ENCFF620XKU	7097716	ENCODE Processing Pipeline	e6c25db4b623fa7b1eff41e9a7ac6536		https://www.encodeproject.org/files/ENCFF541RTC/@@download/ENCFF541RTC.bed.gz	hg19			released				
ENCFF513IHI	bed narrowPeak	peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF051LWI, ENCFF581ZJL, ENCFF620XKU, ENCFF676EUR	7276138	ENCODE Processing Pipeline	832048d93b84753e18b2f10067363414		https://www.encodeproject.org/files/ENCFF513IHI/@@download/ENCFF513IHI.bed.gz	hg19			released				
ENCFF891UIQ	bed narrowPeak	peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				1							ENCFF581ZJL, ENCFF676EUR	7092260	ENCODE Processing Pipeline	a67287c32c3af5831e07a97dd0c47456		https://www.encodeproject.org/files/ENCFF891UIQ/@@download/ENCFF891UIQ.bed.gz	hg19			released				
ENCFF670PUR	bed narrowPeak	conservative idr thresholded peaks	ENCSR587OQL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCA4-human	ENCAB039LJW	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF001TDO, ENCFF513IHI, ENCFF541RTC, ENCFF891UIQ	573419	ENCODE Processing Pipeline	3ce2a16d13243c553c7ed86b72868a8f		https://www.encodeproject.org/files/ENCFF670PUR/@@download/ENCFF670PUR.bed.gz	hg19			released				
ENCFF508MDN	bed narrowPeak	peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				1							ENCFF518TII, ENCFF581ZJL	6690900	ENCODE Processing Pipeline	04bd69cb516b2ca5310ee105263c240d		https://www.encodeproject.org/files/ENCFF508MDN/@@download/ENCFF508MDN.bed.gz	hg19			released	low read depth			
ENCFF505XYY	bed narrowPeak	conservative idr thresholded peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				1, 2							ENCFF001TDO, ENCFF231LOJ, ENCFF370RBU, ENCFF508MDN	90306	ENCODE Processing Pipeline	ba8c797d9cd4eb7d4d8f76fe9d65c0ae		https://www.encodeproject.org/files/ENCFF505XYY/@@download/ENCFF505XYY.bed.gz	hg19			released	low read depth			
ENCFF231LOJ	bed narrowPeak	peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				1, 2							ENCFF051LWI, ENCFF134HTY, ENCFF518TII, ENCFF581ZJL	7221782	ENCODE Processing Pipeline	7ae8cbc53fa189cbfe53de27f75f9909		https://www.encodeproject.org/files/ENCFF231LOJ/@@download/ENCFF231LOJ.bed.gz	hg19			released	low read depth			
ENCFF462FRU	bed narrowPeak	optimal idr thresholded peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				1, 2							ENCFF001TDO, ENCFF231LOJ, ENCFF370RBU, ENCFF508MDN	140167	ENCODE Processing Pipeline	1426f48c300e84e812d6c2bc81cb4162		https://www.encodeproject.org/files/ENCFF462FRU/@@download/ENCFF462FRU.bed.gz	hg19			released	low read depth			
ENCFF370RBU	bed narrowPeak	peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				2							ENCFF051LWI, ENCFF134HTY	6668633	ENCODE Processing Pipeline	508447dc5f2ece5fee0b0816bac0d5c7		https://www.encodeproject.org/files/ENCFF370RBU/@@download/ENCFF370RBU.bed.gz	hg19			released	low read depth			
ENCFF460KXU	bed narrowPeak	peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				1							ENCFF229VMU, ENCFF910IKB	6559854	ENCODE Processing Pipeline	d5c43ac0583934baf38c2668a9ac59ab		https://www.encodeproject.org/files/ENCFF460KXU/@@download/ENCFF460KXU.bed.gz	GRCh38			released	low read depth			
ENCFF004DDR	bed narrowPeak	peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				2							ENCFF227IZS, ENCFF802CIM	6486265	ENCODE Processing Pipeline	950043a6f5ce35dfb7dabf5ef9a8112d		https://www.encodeproject.org/files/ENCFF004DDR/@@download/ENCFF004DDR.bed.gz	GRCh38			released	low read depth			
ENCFF417RJF	bed narrowPeak	peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				1, 2							ENCFF227IZS, ENCFF229VMU, ENCFF802CIM, ENCFF910IKB	7197461	ENCODE Processing Pipeline	1185fef69c066d37829c4115ce75ec24		https://www.encodeproject.org/files/ENCFF417RJF/@@download/ENCFF417RJF.bed.gz	GRCh38			released	low read depth			
ENCFF988OXX	bed narrowPeak	optimal idr thresholded peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				1, 2							ENCFF004DDR, ENCFF417RJF, ENCFF419RSJ, ENCFF460KXU	134417	ENCODE Processing Pipeline	5c57af4ee5d1b18dd20c07695adbcf98		https://www.encodeproject.org/files/ENCFF988OXX/@@download/ENCFF988OXX.bed.gz	GRCh38			released	low read depth			
ENCFF111EXG	bed narrowPeak	conservative idr thresholded peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	ENCAB081KLG	DNA					False	2017-01-27	ENCODE				1, 2							ENCFF004DDR, ENCFF417RJF, ENCFF419RSJ, ENCFF460KXU	89302	ENCODE Processing Pipeline	322741a82aca469029f5129e9f70f9f0		https://www.encodeproject.org/files/ENCFF111EXG/@@download/ENCFF111EXG.bed.gz	GRCh38			released	low read depth			
ENCFF001XGQ	bed narrowPeak	peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001FWE	444613	John Stamatoyannopoulos, UW	93859de4af3813cd4d13749dd60121e2		https://www.encodeproject.org/files/ENCFF001XGQ/@@download/ENCFF001XGQ.bed.gz	hg19			archived	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF001XGR	bed narrowPeak	peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001FWI	409399	John Stamatoyannopoulos, UW	c756b072eb8d34fe2c52bba15f9dc5d5		https://www.encodeproject.org/files/ENCFF001XGR/@@download/ENCFF001XGR.bed.gz	hg19			archived	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF736MDX	bed narrowPeak	peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF465CVS, ENCFF481KZO	2555399	ENCODE Processing Pipeline	68bacafc7504a6cd5064a6ff9169c32d		https://www.encodeproject.org/files/ENCFF736MDX/@@download/ENCFF736MDX.bed.gz	hg19			released	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF828STE	bed narrowPeak	peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF162YFK, ENCFF465CVS	2615189	ENCODE Processing Pipeline	862d85c3e69e525ddd2bc87d66183142		https://www.encodeproject.org/files/ENCFF828STE/@@download/ENCFF828STE.bed.gz	hg19			released	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF473DJX	bed narrowPeak	peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF162YFK, ENCFF465CVS, ENCFF481KZO	1514745	ENCODE Processing Pipeline	d2a6bd23506e4942bdb2da13a957bbd7		https://www.encodeproject.org/files/ENCFF473DJX/@@download/ENCFF473DJX.bed.gz	hg19			released	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF662VQR	bed narrowPeak	peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF873PSH, ENCFF989ORU	2593462	ENCODE Processing Pipeline	97648359778dff60c316de510f221087		https://www.encodeproject.org/files/ENCFF662VQR/@@download/ENCFF662VQR.bed.gz	GRCh38			released	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF929PEE	bed narrowPeak	peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF873PSH, ENCFF975JFV, ENCFF989ORU	1516473	ENCODE Processing Pipeline	a24b48a3b13f5e8a124ff2b68f206dba		https://www.encodeproject.org/files/ENCFF929PEE/@@download/ENCFF929PEE.bed.gz	GRCh38			released	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF873OAY	bed narrowPeak	peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF873PSH, ENCFF975JFV	2625225	ENCODE Processing Pipeline	208042829c479452dd89d2b05c7d40f0		https://www.encodeproject.org/files/ENCFF873OAY/@@download/ENCFF873OAY.bed.gz	GRCh38			released	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF676RWX	bed narrowPeak	replicated peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF473DJX, ENCFF736MDX, ENCFF828STE	1553012	ENCODE Processing Pipeline	876246c2551fff9499562f668448ba80		https://www.encodeproject.org/files/ENCFF676RWX/@@download/ENCFF676RWX.bed.gz	hg19			released	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF631VWP	bed narrowPeak	replicated peaks	ENCSR000DWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				H3K36me3-human	ENCAB000AQW	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF662VQR, ENCFF873OAY, ENCFF929PEE	1550285	ENCODE Processing Pipeline	b1b1a74b8a714907d071d9f4730d57c3		https://www.encodeproject.org/files/ENCFF631VWP/@@download/ENCFF631VWP.bed.gz	GRCh38			released	low read length, mild to moderate bottlenecking		insufficient read depth, control insufficient read depth	
ENCFF002CLP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BKH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BCLAF1-human	ENCAB000AEH	DNA		see document	see document		False	2011-07-18	ENCODE												87373	ENCODE Consortium Analysis Working Group	84b23b96b527536feaeb011ecb3ad402		https://www.encodeproject.org/files/ENCFF002CLP/@@download/ENCFF002CLP.bed.gz	hg19			released	low read depth, mixed read lengths, low read length, mild to moderate bottlenecking	missing derived_from, biological replicates with identical biosample	control insufficient read depth	
ENCFF185HLZ	bed narrowPeak	peaks	ENCSR000BKH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BCLAF1-human	ENCAB000AEH	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF144FIS, ENCFF477WUN, ENCFF750MIM	4909274	ENCODE Processing Pipeline	5f04cd4551c1346375f9e1b5209e8658		https://www.encodeproject.org/files/ENCFF185HLZ/@@download/ENCFF185HLZ.bed.gz	hg19			released	low read depth, mixed read lengths, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF674BPH	bed narrowPeak	peaks	ENCSR000BKH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BCLAF1-human	ENCAB000AEH	DNA		see document	see document		False	2011-07-18	ENCODE				1							ENCFF144FIS, ENCFF750MIM	755262	ENCODE Processing Pipeline	0dd0eeeb0b8df3d7fc9612b201349848		https://www.encodeproject.org/files/ENCFF674BPH/@@download/ENCFF674BPH.bed.gz	hg19			released	low read depth, mixed read lengths, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF650YKB	bed narrowPeak	peaks	ENCSR000BKH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BCLAF1-human	ENCAB000AEH	DNA		see document	see document		False	2011-07-18	ENCODE				2							ENCFF477WUN, ENCFF750MIM	3690353	ENCODE Processing Pipeline	d43b5690540dd71c1b9f817ded4a79c2		https://www.encodeproject.org/files/ENCFF650YKB/@@download/ENCFF650YKB.bed.gz	hg19			released	low read depth, mixed read lengths, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
